,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
62,Attic Crawl,/users/6464ef3cad9a2300128bc090,US,3 reviews,2024-09-16T19:13:57.000Z,Rated 1 out of 5 stars,Unreliable Service and Pricing Discrepancy,"I typically don't take the time to share reviews, but my recent experience with Amazon has been deeply frustrating and deserves to be addressed.As an HVAC business, I rely heavily on timely and reliable deliveries. I placed an order for a 16"" duct, which was crucial for one of our ongoing projects. The order came with a guaranteed delivery date that Amazon failed to meet. After several unsuccessful attempts to reach Amazon (with no accessible customer service contact numbers or direct support options), I was forced to contact the third-party seller directly. The seller assured me that the product had been dispatched on time and advised me to resolve the issue with Amazon. Despite being provided with a phone number that I could not find anywhere on Amazon’s platform, I eventually managed to speak with an Amazon representative. I was informed that the product had been lost, and while a refund was issued, the real issue remains unresolved.I need the material, not just a refund. When I attempted to reorder the product, I discovered that the price had increased by $150 — an unjustifiable increase given the circumstances. I explained the situation to the representative, emphasizing that I had already quoted my customer the original price and could not go back to them with an unexplained price hike. In summary, my experience with Amazon has been one of misleading pricing, unreliable delivery, and a lack of customer support. This has caused significant delays for my business and damaged my relationship with my customer.I expect Amazon to resolve this by honoring the original price and ensuring the prompt delivery of the product.Sincerely,  Alex Garcia  Attic Crawl Inc.",16-Sep-24
63,NathanOr BenZvi,/users/55ef384a0000ff0001da4863,IL,9 reviews,2024-09-09T09:53:01.000Z,Rated 5 out of 5 stars,Excellent Shopping Experience on Amazon,"I’ve been using Amazon for several years, and it consistently delivers a great shopping experience. The website is user-friendly, making it easy to find what I need quickly. From books to electronics, the variety of products is impressive. The customer reviews are helpful in making informed decisions, and I’ve found the delivery to be fast and reliable. In the rare instance I’ve needed to return an item, the process was smooth and hassle-free. Overall, Amazon provides convenience and value, and I highly recommend it to others.",9-Sep-24
64,Nguyễn Dương,/users/663240bd78f40e0012be855d,NL,2 reviews,2024-09-10T10:37:25.000Z,Rated 1 out of 5 stars,Account hold & closed with no explaination ,"I submitted every document they requested, and they reply me with ""We closed your account""?? They said contact customer service if I think this was a mistake, but the thing is THERE IS NO CUSTOMER SERVICE if I dont have an account! Gotta do better uncle Jeff",10-Sep-24
65,ST,/users/544b751c0000640001924078,GB,31 reviews,2024-09-07T13:57:39.000Z,Rated 1 out of 5 stars,Excellent customer service seems to be a thing of the past,"You could say a lot of things about Amazon, but historically they have had very good customer service. This seems to no longer be the case. I've wasted an hour and a half on an online chat and a phone call. Had to repeat myself many times and was given inaccurate information - total waste of time. In the end they gave me a £5 gift card in recognition of my poor experience, which I found a bit insulting under the circumstances",7-Sep-24
66,Patrick Boykin,/users/5df03e09520b420ee2ff0e6d,US,4 reviews,2024-09-13T04:38:35.000Z,Rated 1 out of 5 stars,I placed a order September 9 2024,I placed a order September 9 2024They said I get it on September 12 on the day delivery day I get a text saying the delivery day has changed to September 18This is not going to work for me I am a prim member and I have to wait this long. Well I don't want it then but I have wait until September 19 to return it .I can understand the next day .this is not the way to do business ,12-Sep-24
67,Aimee Aponte,/users/66e48ab130ccea606153de53,US,1 review,2024-09-13T20:55:54.000Z,Rated 1 out of 5 stars,I returned a product using my Amazon…,"I returned a product using my Amazon Prime card, product was return and a refund should have been issued to my Prime Card, but no they went and issued me a gift card without any notification through mail, email or account. Never sent me a code or card in case I wanted to use my funds to my balance. What kind of service is that. If I would have used my bank card or any other credit card how would have my funds been returned? I went to make a quick purchase again using my prime card and the site went using my gift card without giving me an option on my card. Now that I innocently used the gift card they don’t want to send me a gift card or apply remaining balance to my account where it should have been placed from beginning. How unprofessional and frustrating this is when any time there is a return it is to be given back to the card used not how ever they chose. If I would have paid cash then yes I can understand a gift card but NO CASH WAS USED. I want my funds added to my account or a gift card sent out that can be used to make payment to my card. What horrible service Amazon is giving. ",13-Sep-24
68,Kevin Jones,/users/669136a5d6243c7cd4f4190b,IN,4 reviews,2024-09-13T07:41:22.000Z,Rated 1 out of 5 stars,Amazon india the worst customer service…,Amazon india the worst customer service company compared to amazon anywhere else in the world. Agents are bloody third class idiat. They know nothing and they will waste ur time understanding ur problem. Amazon india is selling duplicate products. They dont offer hassle free refunds. I purchased a table fountain from themAnd the day i opened the box it was defective. They agreed to pick up the unit the next day. As expected they did not and when contacted they put a status that customer refused to the deliver the product. Just see these idiat. Then when i contacted them they said investigation is on and it will take another 4 days to resolve the issue. After 4 days when in contacted these rascals they are saying that their investigation is complete and nothing is wrong and they cannot helpWith the refund. What should i say now? Just see their bloody service. They should be taken to court for cheating and fraud moral of the story do not i repeat do not buy expensive products from amazon better go to a showroom and get one u can feel touch and get a view of the unit and decide. With amazon u will face a hard time. Third class e commerce site never to buy again,13-Sep-24
69,Rita Mae,/users/61eb09bbd4e497001253140e,US,3 reviews,2024-09-09T23:12:14.000Z,Rated 1 out of 5 stars,Horrible horrendous company Amazon Fresh,Horrible horrendous company. Amazon Fresh just delivered damaged products and expired item and refuse to refund me unless I send pictures. They keep delivering my order and not following instructions. I’m going to Walmart delivery service if they don’t get it together. This is so frustrating!,6-Sep-24
70,Dennis Vassslluzxo,/users/66d87da6f17c7012fd92fdb1,US,1 review,2024-09-04T17:33:08.000Z,Rated 1 out of 5 stars,Today September 4th 2024 finding out…,Today September 4th 2024 finding out that your Amazon employees have rigged Alexa to actually say when asked about Donald Trump that they can't comment on politics but when asked about Kamala Harris they go into a whole bio. this is absolutely disgusting ! This will definitely influence my buying from you people. You probably don't give a damn whether I buy from you or not but hopefully there's others that feel the same way. Disgusting,4-Sep-24
71,Las Vegas VIP Limousines,/users/609da8caf9af37001aaf1f6c,US,1 review,2024-09-05T20:03:35.000Z,Rated 1 out of 5 stars,Amazon Failing,"Ordered August 30th, the first one, for an elderly relative who can no longer hear the phone ring. Nurses cannot get a hold of him daily. Amazon said ""It got lost"", then empty promises from Amazon Customer Service and Supervisors. Waited and then decided to order another on Amazon. My profile specifically says ""Open 730 AM to 900 PM"". That Delivery person tried at 612 AM. HELLO READ YOUR INSTRUCTIONS PS, that one is now lost, again Amazon Customer Service is useless...…..""3rd Time They Said Tomorrow"" It is now September 5, 2024 - Think they exceeded their business model. Walmart, Target and eBay are quicker and now carry almost everything. ",5-Sep-24
72,jack,/users/566c6aa00000ff0001f2dcf0,US,16 reviews,2024-09-13T00:23:52.000Z,Rated 1 out of 5 stars,"Retailers aren't reading about ""operating temperatures"" for outdoor electronics","I bought outdoor water timers for garden and yard from Amazon, and the cheaper foreign brands have failed. So did many of my plants. I read the manuals and they say that the maximum operating temperature is less than 110 degrees Fahrenheit. Amazon wouldn't refund my money, I reached them by phone and told them that Amazon needed to discontinue selling products that are not rated to be used in regions that experience higher temperatures than stated in product manuals. This is going to be a huge problem in the future, plastics, electronics and other temperature sensitive outdoor products will degrade or stop working and retailers should make operating temperatures a basic factor in choosing products to sell to consumers. In 2024 Phoenix, Arizona had 64 days when temperatures were 110 or above. Lawnmowers, outdoor equipment, hoses, lawn furniture and other products will have to be modified to withstand higher temperatures or they are going to fail or wear out much sooner than in the past. Geologist in Arizona",27-Aug-24
